ID,Nome,Preço,Quantidade em Estoque
11818,Produto 11818,508.94,15
11819,Produto 11819,783.09,40
11820,Produto 11820,263.06,87
11821,Produto 11821,275.6,4
11822,Produto 11822,999.04,42
11823,Produto 11823,372.41,52
11824,Produto 11824,516.73,27
11825,Produto 11825,90.16,76
11826,Produto 11826,193.2,45
11827,Produto 11827,661.63,97
11828,Produto 11828,47.23,41
11829,Produto 11829,91.34,38
11830,Produto 11830,732.58,11
11831,Produto 11831,246.25,47
11832,Produto 11832,159.59,7
11833,Produto 11833,102.31,90
11834,Produto 11834,816.35,76
11835,Produto 11835,906.73,52
11836,Produto 11836,784.26,46
11837,Produto 11837,677.04,68
11838,Produto 11838,152.31,71
11839,Produto 11839,592.37,42
11840,Produto 11840,367.8,91
11841,Produto 11841,24.51,40
11842,Produto 11842,835.33,8
11843,Produto 11843,584.07,56
11844,Produto 11844,486.06,54
11845,Produto 11845,515.01,86
11846,Produto 11846,602.35,10
11847,Produto 11847,300.28,78
11848,Produto 11848,781.83,17
11849,Produto 11849,53.91,69
11850,Produto 11850,931.09,26
11851,Produto 11851,84.14,46
11852,Produto 11852,115.84,31
11853,Produto 11853,882.95,67
11854,Produto 11854,277.79,31
11855,Produto 11855,808.96,43
11856,Produto 11856,193.34,13
11857,Produto 11857,27.01,66
11858,Produto 11858,958.92,19
11859,Produto 11859,204.6,41
11860,Produto 11860,622.38,66
11861,Produto 11861,34.13,3
11862,Produto 11862,184.15,86
11863,Produto 11863,87.77,83
11864,Produto 11864,602.43,7
11865,Produto 11865,750.94,76
11866,Produto 11866,496.35,98
11867,Produto 11867,471.41,4
11868,Produto 11868,27.58,76
11869,Produto 11869,886.26,22
11870,Produto 11870,147.04,61
11871,Produto 11871,242.46,33
11872,Produto 11872,636.68,58
11873,Produto 11873,937.37,5
11874,Produto 11874,453.21,68
11875,Produto 11875,95.19,55
11876,Produto 11876,803.6,46
11877,Produto 11877,816.11,19
11878,Produto 11878,631.48,8
11879,Produto 11879,319.05,93
11880,Produto 11880,580.59,22
11881,Produto 11881,773.28,42
11882,Produto 11882,361.64,71
11883,Produto 11883,377.88,31
11884,Produto 11884,353.93,71
11885,Produto 11885,196.11,87
11886,Produto 11886,768.87,17
11887,Produto 11887,984.25,68
11888,Produto 11888,698.53,16
11889,Produto 11889,52.35,89
11890,Produto 11890,341.69,78
11891,Produto 11891,864.16,99
11892,Produto 11892,201.45,7
11893,Produto 11893,631.8,66
11894,Produto 11894,524.79,19
11895,Produto 11895,984.71,90
11896,Produto 11896,665.18,87
11897,Produto 11897,543.04,82
11898,Produto 11898,572.88,22
11899,Produto 11899,73.58,21
11900,Produto 11900,608.56,10
11901,Produto 11901,630.52,35
11902,Produto 11902,562.92,31
11903,Produto 11903,138.71,73
11904,Produto 11904,828.35,44
11905,Produto 11905,420.29,41
11906,Produto 11906,351.39,62
11907,Produto 11907,556.22,23
11908,Produto 11908,704.09,76
11909,Produto 11909,251.88,99
11910,Produto 11910,815.76,15
11911,Produto 11911,644.72,22
11912,Produto 11912,260.29,26
11913,Produto 11913,688.15,24
11914,Produto 11914,633.53,37
11915,Produto 11915,864.76,41
11916,Produto 11916,214.16,30
11917,Produto 11917,348.93,28
11918,Produto 11918,697.12,68
11919,Produto 11919,799.51,68
11920,Produto 11920,870.24,82
11921,Produto 11921,703.33,41
11922,Produto 11922,332.12,20
11923,Produto 11923,518.88,41
11924,Produto 11924,845.48,48
11925,Produto 11925,848.45,66
11926,Produto 11926,596.61,42
11927,Produto 11927,423.27,44
11928,Produto 11928,932.0,63
11929,Produto 11929,842.07,29
11930,Produto 11930,205.42,90
11931,Produto 11931,129.47,26
11932,Produto 11932,67.64,99
11933,Produto 11933,75.65,47
11934,Produto 11934,414.63,81
11935,Produto 11935,97.35,12
11936,Produto 11936,689.93,67
11937,Produto 11937,959.03,62
11938,Produto 11938,214.39,1
11939,Produto 11939,693.53,82
11940,Produto 11940,293.89,22
11941,Produto 11941,21.15,26
11942,Produto 11942,379.14,67
11943,Produto 11943,356.04,93
11944,Produto 11944,364.81,89
11945,Produto 11945,183.17,84
11946,Produto 11946,24.1,20
11947,Produto 11947,594.7,27
11948,Produto 11948,83.94,48
11949,Produto 11949,684.92,39
11950,Produto 11950,112.28,79
11951,Produto 11951,760.31,63
11952,Produto 11952,678.89,31
11953,Produto 11953,595.86,89
11954,Produto 11954,312.48,21
11955,Produto 11955,658.95,5
11956,Produto 11956,93.97,64
11957,Produto 11957,19.0,86
11958,Produto 11958,573.64,73
11959,Produto 11959,725.87,42
11960,Produto 11960,945.84,32
11961,Produto 11961,411.13,92
11962,Produto 11962,744.27,32
11963,Produto 11963,734.68,51
11964,Produto 11964,773.79,33
11965,Produto 11965,801.73,54
11966,Produto 11966,904.86,17
11967,Produto 11967,191.34,86
11968,Produto 11968,379.26,11
11969,Produto 11969,926.21,17
11970,Produto 11970,526.71,49
11971,Produto 11971,832.17,28
11972,Produto 11972,526.9,29
11973,Produto 11973,106.25,89
11974,Produto 11974,79.97,74
11975,Produto 11975,674.24,37
11976,Produto 11976,604.64,13
11977,Produto 11977,438.89,29
11978,Produto 11978,733.36,71
11979,Produto 11979,277.35,75
11980,Produto 11980,775.4,79
11981,Produto 11981,178.88,40
11982,Produto 11982,985.9,50
11983,Produto 11983,773.26,4
11984,Produto 11984,21.37,41
11985,Produto 11985,445.7,9
11986,Produto 11986,868.77,28
11987,Produto 11987,417.59,24
11988,Produto 11988,985.98,48
11989,Produto 11989,605.05,58
11990,Produto 11990,929.78,48
11991,Produto 11991,826.96,39
11992,Produto 11992,792.14,2
11993,Produto 11993,36.71,91
11994,Produto 11994,535.53,24
11995,Produto 11995,111.29,52
11996,Produto 11996,531.04,95
11997,Produto 11997,608.97,41
11998,Produto 11998,771.87,99
11999,Produto 11999,85.66,34
12000,Produto 12000,828.84,72
12001,Produto 12001,494.75,38
12002,Produto 12002,145.29,16
12003,Produto 12003,807.35,69
12004,Produto 12004,218.86,94
12005,Produto 12005,321.38,62
12006,Produto 12006,334.6,41
12007,Produto 12007,275.5,35
12008,Produto 12008,664.96,33
12009,Produto 12009,569.89,56
12010,Produto 12010,685.94,4
12011,Produto 12011,248.68,66
12012,Produto 12012,651.14,76
12013,Produto 12013,794.51,55
12014,Produto 12014,298.98,11
12015,Produto 12015,435.64,33
12016,Produto 12016,265.0,56
12017,Produto 12017,742.03,5
12018,Produto 12018,700.08,60
12019,Produto 12019,462.26,50
12020,Produto 12020,710.01,85
12021,Produto 12021,824.75,51
12022,Produto 12022,787.86,7
12023,Produto 12023,345.83,89
12024,Produto 12024,915.29,88
12025,Produto 12025,500.69,86
12026,Produto 12026,884.76,71
12027,Produto 12027,585.67,99
12028,Produto 12028,922.45,54
12029,Produto 12029,793.51,59
12030,Produto 12030,356.84,22
12031,Produto 12031,754.62,7
12032,Produto 12032,563.96,55
12033,Produto 12033,229.28,21
12034,Produto 12034,335.29,33
12035,Produto 12035,46.11,14
12036,Produto 12036,420.1,98
12037,Produto 12037,622.28,49
12038,Produto 12038,402.12,78
12039,Produto 12039,729.76,62
12040,Produto 12040,424.6,21
12041,Produto 12041,188.59,91
12042,Produto 12042,833.93,18
12043,Produto 12043,568.17,52
12044,Produto 12044,419.62,1
12045,Produto 12045,716.82,1
12046,Produto 12046,468.4,34
12047,Produto 12047,486.88,13
12048,Produto 12048,128.98,16
12049,Produto 12049,697.66,4
12050,Produto 12050,761.32,83
12051,Produto 12051,324.32,91
12052,Produto 12052,69.7,17
12053,Produto 12053,476.2,57
12054,Produto 12054,416.45,63
12055,Produto 12055,861.92,63
12056,Produto 12056,25.06,94
12057,Produto 12057,237.09,68
12058,Produto 12058,343.38,47
12059,Produto 12059,59.94,8
12060,Produto 12060,699.69,62
12061,Produto 12061,430.04,64
12062,Produto 12062,771.74,15
12063,Produto 12063,542.16,73
12064,Produto 12064,429.43,90
12065,Produto 12065,673.81,41
12066,Produto 12066,457.38,1
12067,Produto 12067,772.17,83
12068,Produto 12068,869.69,30
12069,Produto 12069,458.41,23
12070,Produto 12070,264.4,29
12071,Produto 12071,357.21,91
12072,Produto 12072,605.58,65
12073,Produto 12073,895.05,72
12074,Produto 12074,989.97,36
12075,Produto 12075,25.0,26
12076,Produto 12076,520.4,37
12077,Produto 12077,672.55,25
12078,Produto 12078,748.39,48
12079,Produto 12079,87.88,23
12080,Produto 12080,211.71,43
12081,Produto 12081,719.0,62
12082,Produto 12082,534.02,11
12083,Produto 12083,233.4,10
12084,Produto 12084,804.69,22
12085,Produto 12085,257.88,18
12086,Produto 12086,2.41,14
12087,Produto 12087,684.79,49
12088,Produto 12088,257.72,1
12089,Produto 12089,502.65,53
12090,Produto 12090,984.07,65
12091,Produto 12091,199.81,17
12092,Produto 12092,466.19,97
12093,Produto 12093,840.97,27
12094,Produto 12094,622.03,81
12095,Produto 12095,980.16,87
12096,Produto 12096,31.86,71
12097,Produto 12097,208.32,25
12098,Produto 12098,342.28,93
12099,Produto 12099,987.91,70
12100,Produto 12100,205.43,64
12101,Produto 12101,278.89,58
12102,Produto 12102,343.5,33
12103,Produto 12103,221.78,82
12104,Produto 12104,957.0,99
12105,Produto 12105,480.95,55
12106,Produto 12106,126.41,29
12107,Produto 12107,852.79,74
12108,Produto 12108,80.36,43
12109,Produto 12109,657.13,4
12110,Produto 12110,850.91,44
12111,Produto 12111,420.76,42
12112,Produto 12112,445.03,81
12113,Produto 12113,332.91,25
12114,Produto 12114,735.81,84
12115,Produto 12115,399.32,60
12116,Produto 12116,238.26,27
12117,Produto 12117,287.03,53
12118,Produto 12118,40.65,77
12119,Produto 12119,919.36,16
12120,Produto 12120,847.04,83
12121,Produto 12121,156.4,52
12122,Produto 12122,903.4,36
12123,Produto 12123,112.08,43
12124,Produto 12124,166.89,72
12125,Produto 12125,332.21,15
12126,Produto 12126,694.1,66
12127,Produto 12127,655.26,88
12128,Produto 12128,205.73,13
12129,Produto 12129,139.43,37
12130,Produto 12130,392.29,87
12131,Produto 12131,304.31,15
12132,Produto 12132,422.25,3
12133,Produto 12133,486.83,99
12134,Produto 12134,974.03,11
12135,Produto 12135,280.24,84
12136,Produto 12136,665.93,90
12137,Produto 12137,444.53,12
12138,Produto 12138,502.95,68
12139,Produto 12139,280.07,44
12140,Produto 12140,668.5,20
12141,Produto 12141,546.12,6
12142,Produto 12142,467.36,19
12143,Produto 12143,513.26,67
12144,Produto 12144,964.58,39
12145,Produto 12145,306.81,1
12146,Produto 12146,79.86,22
12147,Produto 12147,952.14,47
12148,Produto 12148,572.58,88
12149,Produto 12149,559.73,100
12150,Produto 12150,741.45,68
12151,Produto 12151,526.46,14
12152,Produto 12152,282.83,16
12153,Produto 12153,120.57,22
12154,Produto 12154,486.63,70
12155,Produto 12155,56.23,81
12156,Produto 12156,602.92,27
12157,Produto 12157,527.35,69
12158,Produto 12158,887.68,56
12159,Produto 12159,809.54,19
12160,Produto 12160,890.53,53
12161,Produto 12161,976.07,29
12162,Produto 12162,671.07,79
12163,Produto 12163,698.39,46
12164,Produto 12164,322.15,46
12165,Produto 12165,373.8,7
12166,Produto 12166,18.95,44
12167,Produto 12167,90.86,29
12168,Produto 12168,795.99,20
12169,Produto 12169,415.3,40
12170,Produto 12170,76.76,10
12171,Produto 12171,730.7,5
12172,Produto 12172,135.19,88
12173,Produto 12173,825.15,28
12174,Produto 12174,586.29,47
12175,Produto 12175,89.29,44
12176,Produto 12176,401.07,99
12177,Produto 12177,35.16,15
12178,Produto 12178,708.74,92
12179,Produto 12179,71.44,92
12180,Produto 12180,620.01,56
12181,Produto 12181,635.71,91
12182,Produto 12182,719.38,3
12183,Produto 12183,614.48,41
12184,Produto 12184,285.09,93
12185,Produto 12185,584.56,69
12186,Produto 12186,871.97,8
12187,Produto 12187,681.93,63
12188,Produto 12188,467.29,77
12189,Produto 12189,437.48,89
12190,Produto 12190,790.0,89
12191,Produto 12191,994.6,59
12192,Produto 12192,446.17,100
12193,Produto 12193,937.06,70
12194,Produto 12194,997.02,23
12195,Produto 12195,495.22,58
12196,Produto 12196,29.02,30
12197,Produto 12197,194.72,24
12198,Produto 12198,249.77,5
12199,Produto 12199,127.3,59
12200,Produto 12200,418.47,70
12201,Produto 12201,452.47,12
12202,Produto 12202,196.65,55
12203,Produto 12203,997.1,82
12204,Produto 12204,347.82,19
12205,Produto 12205,689.96,89
12206,Produto 12206,791.41,75
12207,Produto 12207,849.84,95
12208,Produto 12208,679.7,63
12209,Produto 12209,936.38,13
12210,Produto 12210,71.55,73
12211,Produto 12211,859.25,52
12212,Produto 12212,735.14,71
12213,Produto 12213,941.56,36
12214,Produto 12214,806.4,75
12215,Produto 12215,962.11,46
12216,Produto 12216,515.27,87
12217,Produto 12217,973.86,93
12218,Produto 12218,519.53,63
12219,Produto 12219,750.43,83
12220,Produto 12220,705.6,91
12221,Produto 12221,745.56,29
12222,Produto 12222,971.72,97
12223,Produto 12223,34.97,34
12224,Produto 12224,333.2,38
12225,Produto 12225,874.01,71
12226,Produto 12226,160.58,28
12227,Produto 12227,251.51,32
12228,Produto 12228,903.61,58
12229,Produto 12229,698.69,65
12230,Produto 12230,445.69,68
12231,Produto 12231,120.55,2
12232,Produto 12232,86.33,79
12233,Produto 12233,850.17,75
12234,Produto 12234,308.48,70
12235,Produto 12235,386.96,52
12236,Produto 12236,402.98,9
12237,Produto 12237,645.33,88
12238,Produto 12238,971.0,13
12239,Produto 12239,955.21,76
12240,Produto 12240,153.46,3
12241,Produto 12241,536.72,6
12242,Produto 12242,758.29,61
12243,Produto 12243,169.2,47
12244,Produto 12244,892.99,78
12245,Produto 12245,818.68,88
12246,Produto 12246,57.87,57
12247,Produto 12247,201.91,49
12248,Produto 12248,758.91,19
12249,Produto 12249,837.18,21
12250,Produto 12250,903.25,79
12251,Produto 12251,640.69,66
12252,Produto 12252,730.54,87
12253,Produto 12253,850.62,68
12254,Produto 12254,753.16,100
12255,Produto 12255,724.4,72
12256,Produto 12256,595.66,15
12257,Produto 12257,617.01,95
12258,Produto 12258,69.16,87
12259,Produto 12259,690.82,33
12260,Produto 12260,990.72,88
12261,Produto 12261,274.05,52
12262,Produto 12262,955.5,64
12263,Produto 12263,392.47,60
12264,Produto 12264,84.16,72
12265,Produto 12265,290.18,95
12266,Produto 12266,356.22,80
12267,Produto 12267,819.72,54
12268,Produto 12268,803.65,76
12269,Produto 12269,738.06,51
12270,Produto 12270,196.58,32
12271,Produto 12271,123.13,3
12272,Produto 12272,512.83,14
12273,Produto 12273,214.33,94
12274,Produto 12274,691.12,93
12275,Produto 12275,784.19,44
12276,Produto 12276,73.01,77
12277,Produto 12277,713.97,16
12278,Produto 12278,626.89,49
12279,Produto 12279,671.7,98
12280,Produto 12280,60.89,5
12281,Produto 12281,382.32,66
12282,Produto 12282,914.35,88
12283,Produto 12283,716.83,56
12284,Produto 12284,390.73,55
12285,Produto 12285,779.44,54
12286,Produto 12286,696.3,29
12287,Produto 12287,606.63,95
12288,Produto 12288,24.91,15
12289,Produto 12289,843.39,51
12290,Produto 12290,293.83,35
12291,Produto 12291,896.0,76
12292,Produto 12292,832.71,82
12293,Produto 12293,422.15,80
12294,Produto 12294,344.93,88
12295,Produto 12295,998.82,40
12296,Produto 12296,76.69,75
12297,Produto 12297,997.29,46
12298,Produto 12298,137.26,100
12299,Produto 12299,447.47,42
12300,Produto 12300,622.54,8
12301,Produto 12301,221.21,54
12302,Produto 12302,282.91,81
12303,Produto 12303,745.51,76
12304,Produto 12304,898.03,1
12305,Produto 12305,690.28,20
12306,Produto 12306,794.85,39
12307,Produto 12307,312.6,7
12308,Produto 12308,599.48,30
12309,Produto 12309,987.76,28
12310,Produto 12310,31.36,66
12311,Produto 12311,610.02,54
12312,Produto 12312,792.06,27
12313,Produto 12313,952.74,8
12314,Produto 12314,852.49,26
12315,Produto 12315,964.24,93
12316,Produto 12316,529.08,30
12317,Produto 12317,980.14,100
12318,Produto 12318,510.13,52
12319,Produto 12319,847.57,16
12320,Produto 12320,861.59,47
12321,Produto 12321,235.72,16
12322,Produto 12322,288.19,2
12323,Produto 12323,501.28,40
12324,Produto 12324,754.31,17
12325,Produto 12325,669.35,21
12326,Produto 12326,36.67,93
12327,Produto 12327,608.41,8
12328,Produto 12328,812.01,11
12329,Produto 12329,398.63,87
12330,Produto 12330,864.3,2
12331,Produto 12331,611.24,1
12332,Produto 12332,865.83,86
12333,Produto 12333,512.97,29
12334,Produto 12334,604.83,78
12335,Produto 12335,332.45,88
12336,Produto 12336,13.29,90
12337,Produto 12337,944.11,99
12338,Produto 12338,426.7,69
12339,Produto 12339,327.63,97
12340,Produto 12340,733.53,21
12341,Produto 12341,156.89,26
12342,Produto 12342,749.01,66
12343,Produto 12343,409.22,4
12344,Produto 12344,867.8,73
12345,Produto 12345,249.16,77
12346,Produto 12346,159.69,83
12347,Produto 12347,814.99,83
12348,Produto 12348,700.8,22
12349,Produto 12349,214.8,8
12350,Produto 12350,310.49,84
12351,Produto 12351,237.84,42
12352,Produto 12352,228.75,85
12353,Produto 12353,807.54,8
12354,Produto 12354,576.82,12
12355,Produto 12355,3.0,64
12356,Produto 12356,62.2,42
12357,Produto 12357,706.48,25
12358,Produto 12358,404.02,56
12359,Produto 12359,738.2,55
12360,Produto 12360,529.17,32
12361,Produto 12361,730.92,86
12362,Produto 12362,821.36,32
12363,Produto 12363,346.28,43
12364,Produto 12364,894.78,64
12365,Produto 12365,410.01,57
12366,Produto 12366,13.8,69
12367,Produto 12367,651.62,8
12368,Produto 12368,91.43,60
12369,Produto 12369,757.81,43
12370,Produto 12370,937.46,29
12371,Produto 12371,672.64,66
12372,Produto 12372,164.57,22
12373,Produto 12373,827.13,87
12374,Produto 12374,35.57,72
12375,Produto 12375,933.83,8
12376,Produto 12376,803.8,70
12377,Produto 12377,370.91,19
12378,Produto 12378,288.25,59
12379,Produto 12379,862.45,80
12380,Produto 12380,100.03,37
12381,Produto 12381,207.22,86
12382,Produto 12382,848.82,46
12383,Produto 12383,254.09,27
12384,Produto 12384,660.23,27
12385,Produto 12385,274.61,60
12386,Produto 12386,352.83,2
12387,Produto 12387,355.73,57
12388,Produto 12388,953.72,24
12389,Produto 12389,880.03,61
12390,Produto 12390,333.79,54
12391,Produto 12391,561.55,14
12392,Produto 12392,782.52,27
12393,Produto 12393,583.3,95
12394,Produto 12394,146.98,87
12395,Produto 12395,66.91,19
12396,Produto 12396,890.43,69
12397,Produto 12397,426.75,88
12398,Produto 12398,740.34,82
12399,Produto 12399,727.9,86
12400,Produto 12400,916.11,78
12401,Produto 12401,31.95,12
12402,Produto 12402,706.52,21
12403,Produto 12403,854.77,14
12404,Produto 12404,394.63,67
12405,Produto 12405,556.6,41
12406,Produto 12406,52.09,63
12407,Produto 12407,772.25,58
12408,Produto 12408,877.71,9
12409,Produto 12409,629.0,24
12410,Produto 12410,205.0,76
12411,Produto 12411,590.73,7
12412,Produto 12412,19.01,90
12413,Produto 12413,489.26,35
12414,Produto 12414,840.87,89
12415,Produto 12415,726.07,35
12416,Produto 12416,331.98,46
12417,Produto 12417,234.08,55
12418,Produto 12418,515.61,57
12419,Produto 12419,392.57,18
12420,Produto 12420,809.68,58
12421,Produto 12421,327.74,12
12422,Produto 12422,97.27,72
12423,Produto 12423,705.76,49
12424,Produto 12424,621.64,13
12425,Produto 12425,884.89,45
12426,Produto 12426,804.33,21
12427,Produto 12427,895.08,66
12428,Produto 12428,126.61,100
12429,Produto 12429,760.85,58
12430,Produto 12430,425.72,39
12431,Produto 12431,602.25,8
12432,Produto 12432,653.25,28
12433,Produto 12433,594.63,18
12434,Produto 12434,329.12,20
12435,Produto 12435,229.43,94
12436,Produto 12436,369.09,21
12437,Produto 12437,185.23,8
12438,Produto 12438,568.22,24
12439,Produto 12439,43.83,93
12440,Produto 12440,517.93,24
12441,Produto 12441,542.42,55
12442,Produto 12442,781.02,88
12443,Produto 12443,537.22,84
12444,Produto 12444,384.94,77
12445,Produto 12445,279.59,80
12446,Produto 12446,839.16,80
12447,Produto 12447,331.1,89
12448,Produto 12448,820.39,50
12449,Produto 12449,172.77,97
12450,Produto 12450,958.82,49
12451,Produto 12451,612.21,70
12452,Produto 12452,879.73,41
12453,Produto 12453,658.5,57
12454,Produto 12454,533.84,54
12455,Produto 12455,259.41,44
12456,Produto 12456,739.78,52
12457,Produto 12457,348.42,71
12458,Produto 12458,928.27,32
12459,Produto 12459,952.91,53
